Country,2018,2014,2010,2006,2002,1998,1994,1990,1986,1982,1978,1974,1970,1966,1962,1958,1954,1950,1938,1934,1930
England,46,57,44,37,60,52,51,42,49,32,33,21,32,23,27,29,20,13,10,13,24
Australia,59,46,50,68,63,56,42,56,35,29,27,25,22,22,31,17,17,19,22,1,2
Canada,27,34,33,31,45,38,47,37,31,33,33,18,24,23,15,16,14,13,15,19,9
Scotland,22,19,7,11,15,7,11,10,18,12,5,11,11,4,3,3,5,2,3,5,16
India,20,19,36,10,17,8,7,11,0,3,5,3,4,3,0,0,0,0,0,0,1
New Zealand,15,17,8,14,20,20,20,27,14,13,9,18,6,13,10,9,5,22,13,2,2
South Africa,13,17,10,13,17,14,5,0,0,0,0,0,0,0,0,8,13,8,6,7,5
Nigeria,6,14,14,7,11,0,13,7,0,8,0,4,0,3,0,1,3,0,0,0,0
Kenya,6,5,10,7,4,4,8,3,0,4,5,9,6,3,1,2,0,0,0,0,0
Jamaica,11,8,1,8,7,0,2,2,0,1,3,0,1,8,1,1,0,0,0,0,1
Singapore,2,4,8,7,7,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Malaysia,12,6,14,10,18,12,2,0,0,1,1,3,1,1,0,0,0,0,0,0,0
Wales,14,20,10,11,12,8,6,12,12,1,5,4,4,2,4,7,5,0,0,1,3
Cyprus,5,2,4,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,4,7,4,0,1,1,3,5,9,3,2,2,5,3,1,3,0,0,0,0,2
Papua New Guinea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cameroon,2,3,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,2,4,0,1,0,1,2,2,0,0,0,3,1,3,4,0,0,0,0,0,0
Grenada,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad & Tobago,0,5,2,3,0,1,2,0,0,0,2,1,3,2,2,1,0,0,0,0,0
Pakistan,4,1,2,1,4,0,3,0,0,0,0,0,2,4,0,2,2,0,0,0,0
Samoa,0,1,1,1,2,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0
Bahamas,0,1,4,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
Namibia,0,2,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nauru,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isle of Man,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Bangladesh,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,0,2,0,0,1,1,2,3,0,5,2,1,2,0,0,0,1,0,0,0,0
Ghana,1,2,3,1,1,3,2,0,0,0,1,5,2,2,1,1,0,0,0,0,0
Fiji,2,1,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0
Barbados,0,1,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
St. Lucia,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Kitts & Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Vincent & The Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Swaziland,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Tanzania,0,0,0,1,1,1,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0
Tonga,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turks & Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
British Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cayman Islands,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
